order_id,order_date,year,month,product_name,category,brand,unit_price,quantity,total_price,discount,discount_range,discount_category,is_discounted,final_price,customer_id,customer_name,region
ORD0426,2023-03-02,2023,March,Produk 65,Minuman,Indomaret,28570,5,142850,0.24,"(0.22, 0.3]",Very High,Yes,108566,C204,Customer 204,Yogyakarta
ORD0394,2023-01-29,2023,January,Produk 8,Pakaian,Aqua,7708,2,15416,0.1,"(0.0775, 0.15]",Moderate,Yes,13874,C112,Customer 112,Yogyakarta
ORD0160,2022-06-09,2022,June,Produk 45,Minuman,Samsung,36195,5,180975,0.21,"(0.15, 0.22]",High,Yes,142970,C048,Customer 48,Jakarta
ORD0363,2022-12-29,2022,December,Produk 87,Snack,Levi's,49039,2,98078,0.06,"(-0.001, 0.0775]",Low,Yes,92193,C113,Customer 113,Yogyakarta
ORD0437,2023-03-13,2023,March,Produk 47,Minuman,Aqua,14916,5,74580,0.23,"(0.22, 0.3]",Very High,Yes,57427,C051,Customer 51,Surabaya
ORD0158,2022-06-07,2022,June,Produk 40,Snack,Levi's,32696,3,98088,0.07,"(-0.001, 0.0775]",Low,Yes,91222,C162,Customer 162,Yogyakarta
ORD0039,2022-02-08,2022,February,Produk 76,Snack,Samsung,17342,5,86710,0.04,"(-0.001, 0.0775]",Low,Yes,83242,C219,Customer 219,Medan
ORD0415,2023-02-19,2023,February,Produk 54,Snack,Levi's,29442,5,147210,0.06,"(-0.001, 0.0775]",Low,Yes,138377,C048,Customer 48,Medan
ORD0082,2022-03-23,2022,March,Produk 76,Snack,Samsung,17342,1,17342,0.05,"(-0.001, 0.0775]",Low,Yes,16475,C035,Customer 35,Bandung
ORD0356,2022-12-22,2022,December,Produk 46,Elektronik,Levi's,26566,3,79698,0.15,"(0.0775, 0.15]",Moderate,Yes,67743,C007,Customer 7,Medan
ORD0258,2022-09-15,2022,September,Produk 47,Minuman,Aqua,14916,4,59664,0.25,"(0.22, 0.3]",Very High,Yes,44748,C172,Customer 172,Yogyakarta
ORD0206,2022-07-25,2022,July,Produk 15,Elektronik,Samsung,18224,1,18224,0.02,"(-0.001, 0.0775]",Low,Yes,17860,C171,Customer 171,Surabaya
ORD0077,2022-03-18,2022,March,Produk 19,Elektronik,Lifebuoy,48082,4,192328,0.21,"(0.15, 0.22]",High,Yes,151939,C188,Customer 188,Yogyakarta
ORD0477,2023-04-22,2023,April,Produk 26,Kebutuhan Harian,Aqua,46914,2,93828,0.2,"(0.15, 0.22]",High,Yes,75062,C188,Customer 188,Medan
ORD0012,2022-01-12,2022,January,Produk 52,Snack,Levi's,31838,4,127352,0.26,"(0.22, 0.3]",Very High,Yes,94240,C215,Customer 215,Bandung
ORD0295,2022-10-22,2022,October,Produk 93,Snack,Lifebuoy,24694,5,123470,0.07,"(-0.001, 0.0775]",Low,Yes,114827,C130,Customer 130,Yogyakarta
ORD0450,2023-03-26,2023,March,Produk 22,Minuman,Lifebuoy,13070,4,52280,0.14,"(0.0775, 0.15]",Moderate,Yes,44961,C197,Customer 197,Yogyakarta
ORD0224,2022-08-12,2022,August,Produk 21,Minuman,Lifebuoy,13577,1,13577,0.28,"(0.22, 0.3]",Very High,Yes,9775,C028,Customer 28,Bandung
ORD0013,2022-01-13,2022,January,Produk 51,Elektronik,Indomaret,46949,1,46949,0.2,"(0.15, 0.22]",High,Yes,37559,C075,Customer 75,Surabaya
ORD0046,2022-02-15,2022,February,Produk 38,Snack,Lifebuoy,21241,4,84964,0.12,"(0.0775, 0.15]",Moderate,Yes,74768,C190,Customer 190,Yogyakarta
ORD0155,2022-06-04,2022,June,Produk 20,Elektronik,Lifebuoy,12973,1,12973,0.04,"(-0.001, 0.0775]",Low,Yes,12454,C201,Customer 201,Bandung
ORD0113,2022-04-23,2022,April,Produk 29,Snack,Samsung,6990,1,6990,0.08,"(0.0775, 0.15]",Moderate,Yes,6431,C040,Customer 40,Bandung
ORD0233,2022-08-21,2022,August,Produk 51,Elektronik,Indomaret,46949,4,187796,0.17,"(0.15, 0.22]",High,Yes,155871,C247,Customer 247,Surabaya
ORD0017,2022-01-17,2022,January,Produk 4,Snack,Levi's,40840,3,122520,0.22,"(0.15, 0.22]",High,Yes,95566,C100,Customer 100,Medan
ORD0360,2022-12-26,2022,December,Produk 55,Kebutuhan Harian,Levi's,38719,3,116157,0.04,"(-0.001, 0.0775]",Low,Yes,111511,C249,Customer 249,Surabaya
ORD0223,2022-08-11,2022,August,Produk 71,Elektronik,Aqua,43000,2,86000,0.18,"(0.15, 0.22]",High,Yes,70520,C028,Customer 28,Jakarta
ORD0354,2022-12-20,2022,December,Produk 92,Elektronik,Samsung,36480,1,36480,0.17,"(0.15, 0.22]",High,Yes,30278,C042,Customer 42,Jakarta
ORD0188,2022-07-07,2022,July,Produk 28,Pakaian,Aqua,18490,4,73960,0.15,"(0.0775, 0.15]",Moderate,Yes,62866,C090,Customer 90,Jakarta
ORD0448,2023-03-24,2023,March,Produk 4,Snack,Levi's,40840,1,40840,0.21,"(0.15, 0.22]",High,Yes,32264,C192,Customer 192,Medan
ORD0344,2022-12-10,2022,December,Produk 22,Minuman,Lifebuoy,13070,5,65350,0.25,"(0.22, 0.3]",Very High,Yes,49012,C104,Customer 104,Bandung
ORD0365,2022-12-31,2022,December,Produk 76,Snack,Samsung,17342,1,17342,0.1,"(0.0775, 0.15]",Moderate,Yes,15608,C129,Customer 129,Bandung
ORD0163,2022-06-12,2022,June,Produk 45,Minuman,Samsung,36195,1,36195,0.27,"(0.22, 0.3]",Very High,Yes,26422,C062,Customer 62,Jakarta
ORD0496,2023-05-11,2023,May,Produk 67,Kebutuhan Harian,Aqua,38536,3,115608,0.05,"(-0.001, 0.0775]",Low,Yes,109828,C024,Customer 24,Jakarta
ORD0326,2022-11-22,2022,November,Produk 86,Snack,Indomaret,20708,4,82832,0.05,"(-0.001, 0.0775]",Low,Yes,78690,C003,Customer 3,Surabaya
ORD0467,2023-04-12,2023,April,Produk 66,Minuman,Samsung,23449,1,23449,0.08,"(0.0775, 0.15]",Moderate,Yes,21573,C124,Customer 124,Yogyakarta
ORD0414,2023-02-18,2023,February,Produk 88,Elektronik,Levi's,15998,3,47994,0.04,"(-0.001, 0.0775]",Low,Yes,46074,C021,Customer 21,Yogyakarta
ORD0455,2023-03-31,2023,March,Produk 34,Pakaian,Aqua,33734,2,67468,0.07,"(-0.001, 0.0775]",Low,Yes,62745,C035,Customer 35,Medan
ORD0074,2022-03-15,2022,March,Produk 91,Kebutuhan Harian,Indomaret,13519,3,40557,0.03,"(-0.001, 0.0775]",Low,Yes,39340,C084,Customer 84,Yogyakarta
ORD0233,2022-08-21,2022,August,Produk 55,Kebutuhan Harian,Levi's,38719,3,116157,0.25,"(0.22, 0.3]",Very High,Yes,87118,C247,Customer 247,Surabaya
ORD0224,2022-08-12,2022,August,Produk 1,Pakaian,Levi's,41185,3,123555,0.04,"(-0.001, 0.0775]",Low,Yes,118613,C028,Customer 28,Bandung
ORD0482,2023-04-27,2023,April,Produk 72,Snack,Samsung,31737,1,31737,0.22,"(0.15, 0.22]",High,Yes,24755,C160,Customer 160,Surabaya
ORD0319,2022-11-15,2022,November,Produk 87,Snack,Levi's,49039,1,49039,0.01,"(-0.001, 0.0775]",Low,Yes,48549,C097,Customer 97,Jakarta
ORD0412,2023-02-16,2023,February,Produk 38,Snack,Lifebuoy,21241,2,42482,0.28,"(0.22, 0.3]",Very High,Yes,30587,C033,Customer 33,Jakarta
ORD0060,2022-03-01,2022,March,Produk 6,Minuman,Levi's,42430,5,212150,0.21,"(0.15, 0.22]",High,Yes,167598,C021,Customer 21,Bandung
ORD0335,2022-12-01,2022,December,Produk 86,Snack,Indomaret,20708,5,103540,0.0,"(-0.001, 0.0775]",Low,No,103540,C096,Customer 96,Surabaya
ORD0222,2022-08-10,2022,August,Produk 25,Kebutuhan Harian,Aqua,11783,5,58915,0.23,"(0.22, 0.3]",Very High,Yes,45365,C134,Customer 134,Medan
ORD0037,2022-02-06,2022,February,Produk 82,Minuman,Aqua,21438,2,42876,0.15,"(0.0775, 0.15]",Moderate,Yes,36445,C089,Customer 89,Bandung
ORD0477,2023-04-22,2023,April,Produk 17,Pakaian,Levi's,30150,5,150750,0.23,"(0.22, 0.3]",Very High,Yes,116078,C188,Customer 188,Medan
ORD0278,2022-10-05,2022,October,Produk 61,Pakaian,Aqua,47460,5,237300,0.16,"(0.15, 0.22]",High,Yes,199332,C101,Customer 101,Yogyakarta
ORD0196,2022-07-15,2022,July,Produk 12,Kebutuhan Harian,Levi's,44224,3,132672,0.19,"(0.15, 0.22]",High,Yes,107464,C241,Customer 241,Medan
ORD0404,2023-02-08,2023,February,Produk 6,Minuman,Levi's,42430,1,42430,0.24,"(0.22, 0.3]",Very High,Yes,32247,C054,Customer 54,Surabaya
ORD0352,2022-12-18,2022,December,Produk 90,Minuman,Lifebuoy,15682,1,15682,0.12,"(0.0775, 0.15]",Moderate,Yes,13800,C159,Customer 159,Jakarta
ORD0484,2023-04-29,2023,April,Produk 27,Pakaian,Aqua,9971,3,29913,0.0,"(-0.001, 0.0775]",Low,No,29913,C161,Customer 161,Surabaya
ORD0242,2022-08-30,2022,August,Produk 8,Pakaian,Aqua,7708,3,23124,0.25,"(0.22, 0.3]",Very High,Yes,17343,C190,Customer 190,Medan
ORD0324,2022-11-20,2022,November,Produk 83,Minuman,Indomaret,45411,3,136233,0.11,"(0.0775, 0.15]",Moderate,Yes,121247,C208,Customer 208,Yogyakarta
ORD0219,2022-08-07,2022,August,Produk 65,Minuman,Indomaret,28570,1,28570,0.15,"(0.0775, 0.15]",Moderate,Yes,24284,C062,Customer 62,Surabaya
ORD0192,2022-07-11,2022,July,Produk 57,Kebutuhan Harian,Indomaret,7079,5,35395,0.0,"(-0.001, 0.0775]",Low,No,35395,C179,Customer 179,Jakarta
ORD0017,2022-01-17,2022,January,Produk 93,Snack,Lifebuoy,24694,3,74082,0.15,"(0.0775, 0.15]",Moderate,Yes,62970,C100,Customer 100,Medan
ORD0012,2022-01-12,2022,January,Produk 99,Minuman,Levi's,40822,2,81644,0.3,"(0.22, 0.3]",Very High,Yes,57151,C215,Customer 215,Bandung
ORD0406,2023-02-10,2023,February,Produk 40,Snack,Levi's,32696,3,98088,0.08,"(0.0775, 0.15]",Moderate,Yes,90241,C208,Customer 208,Medan
ORD0401,2023-02-05,2023,February,Produk 14,Minuman,Lifebuoy,37409,4,149636,0.12,"(0.0775, 0.15]",Moderate,Yes,131680,C110,Customer 110,Bandung
ORD0394,2023-01-29,2023,January,Produk 35,Snack,Indomaret,9757,3,29271,0.21,"(0.15, 0.22]",High,Yes,23124,C112,Customer 112,Yogyakarta
ORD0374,2023-01-09,2023,January,Produk 48,Pakaian,Samsung,25806,1,25806,0.24,"(0.22, 0.3]",Very High,Yes,19613,C099,Customer 99,Yogyakarta
ORD0193,2022-07-12,2022,July,Produk 84,Kebutuhan Harian,Indomaret,31399,3,94197,0.13,"(0.0775, 0.15]",Moderate,Yes,81951,C063,Customer 63,Surabaya
ORD0022,2022-01-22,2022,January,Produk 56,Snack,Levi's,32965,4,131860,0.09,"(0.0775, 0.15]",Moderate,Yes,119993,C053,Customer 53,Medan
ORD0474,2023-04-19,2023,April,Produk 49,Snack,Lifebuoy,14984,2,29968,0.28,"(0.22, 0.3]",Very High,Yes,21577,C181,Customer 181,Yogyakarta
ORD0120,2022-04-30,2022,April,Produk 13,Snack,Samsung,41980,5,209900,0.2,"(0.15, 0.22]",High,Yes,167920,C024,Customer 24,Surabaya
ORD0210,2022-07-29,2022,July,Produk 61,Pakaian,Aqua,47460,3,142380,0.04,"(-0.001, 0.0775]",Low,Yes,136685,C160,Customer 160,Jakarta
ORD0306,2022-11-02,2022,November,Produk 49,Snack,Lifebuoy,14984,4,59936,0.02,"(-0.001, 0.0775]",Low,Yes,58737,C184,Customer 184,Medan
ORD0270,2022-09-27,2022,September,Produk 46,Elektronik,Levi's,26566,4,106264,0.15,"(0.0775, 0.15]",Moderate,Yes,90324,C241,Customer 241,Jakarta
ORD0192,2022-07-11,2022,July,Produk 62,Minuman,Aqua,29861,2,59722,0.07,"(-0.001, 0.0775]",Low,Yes,55541,C179,Customer 179,Jakarta
ORD0175,2022-06-24,2022,June,Produk 8,Pakaian,Aqua,7708,1,7708,0.08,"(0.0775, 0.15]",Moderate,Yes,7091,C175,Customer 175,Medan
ORD0285,2022-10-12,2022,October,Produk 43,Kebutuhan Harian,Indomaret,42011,3,126033,0.26,"(0.22, 0.3]",Very High,Yes,93264,C130,Customer 130,Yogyakarta
ORD0204,2022-07-23,2022,July,Produk 20,Elektronik,Lifebuoy,12973,4,51892,0.03,"(-0.001, 0.0775]",Low,Yes,50335,C237,Customer 237,Jakarta
ORD0164,2022-06-13,2022,June,Produk 97,Snack,Aqua,29160,2,58320,0.21,"(0.15, 0.22]",High,Yes,46073,C216,Customer 216,Medan
ORD0251,2022-09-08,2022,September,Produk 90,Minuman,Lifebuoy,15682,5,78410,0.08,"(0.0775, 0.15]",Moderate,Yes,72137,C155,Customer 155,Medan
ORD0227,2022-08-15,2022,August,Produk 39,Minuman,Levi's,43356,4,173424,0.23,"(0.22, 0.3]",Very High,Yes,133536,C084,Customer 84,Jakarta
ORD0436,2023-03-12,2023,March,Produk 85,Pakaian,Indomaret,24846,2,49692,0.22,"(0.15, 0.22]",High,Yes,38760,C109,Customer 109,Surabaya
ORD0381,2023-01-16,2023,January,Produk 49,Snack,Lifebuoy,14984,1,14984,0.0,"(-0.001, 0.0775]",Low,No,14984,C054,Customer 54,Bandung
ORD0460,2023-04-05,2023,April,Produk 64,Pakaian,Indomaret,33071,1,33071,0.15,"(0.0775, 0.15]",Moderate,Yes,28110,C220,Customer 220,Yogyakarta
ORD0007,2022-01-07,2022,January,Produk 62,Minuman,Aqua,29861,4,119444,0.04,"(-0.001, 0.0775]",Low,Yes,114666,C189,Customer 189,Jakarta
ORD0029,2022-01-29,2022,January,Produk 54,Snack,Levi's,29442,4,117768,0.26,"(0.22, 0.3]",Very High,Yes,87148,C192,Customer 192,Surabaya
ORD0395,2023-01-30,2023,January,Produk 9,Elektronik,Samsung,16694,3,50082,0.26,"(0.22, 0.3]",Very High,Yes,37061,C217,Customer 217,Bandung
ORD0033,2022-02-02,2022,February,Produk 88,Elektronik,Levi's,15998,2,31996,0.13,"(0.0775, 0.15]",Moderate,Yes,27837,C204,Customer 204,Bandung
ORD0134,2022-05-14,2022,May,Produk 37,Snack,Lifebuoy,15395,4,61580,0.13,"(0.0775, 0.15]",Moderate,Yes,53575,C088,Customer 88,Medan
ORD0367,2023-01-02,2023,January,Produk 49,Snack,Lifebuoy,14984,3,44952,0.09,"(0.0775, 0.15]",Moderate,Yes,40906,C140,Customer 140,Surabaya
ORD0079,2022-03-20,2022,March,Produk 41,Kebutuhan Harian,Aqua,9944,3,29832,0.21,"(0.15, 0.22]",High,Yes,23567,C172,Customer 172,Yogyakarta
ORD0416,2023-02-20,2023,February,Produk 17,Pakaian,Levi's,30150,4,120600,0.11,"(0.0775, 0.15]",Moderate,Yes,107334,C148,Customer 148,Bandung
ORD0435,2023-03-11,2023,March,Produk 88,Elektronik,Levi's,15998,1,15998,0.08,"(0.0775, 0.15]",Moderate,Yes,14718,C230,Customer 230,Jakarta
ORD0459,2023-04-04,2023,April,Produk 21,Minuman,Lifebuoy,13577,2,27154,0.13,"(0.0775, 0.15]",Moderate,Yes,23624,C172,Customer 172,Bandung
ORD0058,2022-02-27,2022,February,Produk 51,Elektronik,Indomaret,46949,2,93898,0.03,"(-0.001, 0.0775]",Low,Yes,91081,C051,Customer 51,Surabaya
ORD0471,2023-04-16,2023,April,Produk 59,Kebutuhan Harian,Levi's,32952,1,32952,0.22,"(0.15, 0.22]",High,Yes,25703,C093,Customer 93,Jakarta
ORD0026,2022-01-26,2022,January,Produk 39,Minuman,Levi's,43356,4,173424,0.0,"(-0.001, 0.0775]",Low,No,173424,C158,Customer 158,Medan
ORD0482,2023-04-27,2023,April,Produk 55,Kebutuhan Harian,Levi's,38719,2,77438,0.19,"(0.15, 0.22]",High,Yes,62725,C160,Customer 160,Surabaya
ORD0430,2023-03-06,2023,March,Produk 41,Kebutuhan Harian,Aqua,9944,4,39776,0.05,"(-0.001, 0.0775]",Low,Yes,37787,C119,Customer 119,Surabaya
ORD0226,2022-08-14,2022,August,Produk 39,Minuman,Levi's,43356,4,173424,0.07,"(-0.001, 0.0775]",Low,Yes,161284,C044,Customer 44,Medan
ORD0285,2022-10-12,2022,October,Produk 13,Snack,Samsung,41980,3,125940,0.19,"(0.15, 0.22]",High,Yes,102011,C130,Customer 130,Yogyakarta
ORD0004,2022-01-04,2022,January,Produk 64,Pakaian,Indomaret,33071,1,33071,0.3,"(0.22, 0.3]",Very High,Yes,23150,C015,Customer 15,Bandung
ORD0465,2023-04-10,2023,April,Produk 11,Elektronik,Lifebuoy,36880,4,147520,0.23,"(0.22, 0.3]",Very High,Yes,113590,C006,Customer 6,Jakarta
ORD0099,2022-04-09,2022,April,Produk 19,Elektronik,Lifebuoy,48082,5,240410,0.07,"(-0.001, 0.0775]",Low,Yes,223581,C044,Customer 44,Bandung
ORD0397,2023-02-01,2023,February,Produk 11,Elektronik,Lifebuoy,36880,1,36880,0.05,"(-0.001, 0.0775]",Low,Yes,35036,C153,Customer 153,Surabaya
ORD0489,2023-05-04,2023,May,Produk 77,Kebutuhan Harian,Levi's,45806,2,91612,0.26,"(0.22, 0.3]",Very High,Yes,67793,C234,Customer 234,Surabaya
ORD0039,2022-02-08,2022,February,Produk 46,Elektronik,Levi's,26566,3,79698,0.13,"(0.0775, 0.15]",Moderate,Yes,69337,C219,Customer 219,Medan
ORD0271,2022-09-28,2022,September,Produk 45,Minuman,Samsung,36195,2,72390,0.04,"(-0.001, 0.0775]",Low,Yes,69494,C186,Customer 186,Medan
ORD0375,2023-01-10,2023,January,Produk 1,Pakaian,Levi's,41185,2,82370,0.26,"(0.22, 0.3]",Very High,Yes,60954,C147,Customer 147,Medan
ORD0285,2022-10-12,2022,October,Produk 40,Snack,Levi's,32696,1,32696,0.24,"(0.22, 0.3]",Very High,Yes,24849,C130,Customer 130,Yogyakarta
ORD0157,2022-06-06,2022,June,Produk 19,Elektronik,Lifebuoy,48082,2,96164,0.3,"(0.22, 0.3]",Very High,Yes,67315,C012,Customer 12,Surabaya
ORD0075,2022-03-16,2022,March,Produk 76,Snack,Samsung,17342,4,69368,0.27,"(0.22, 0.3]",Very High,Yes,50639,C092,Customer 92,Yogyakarta
ORD0372,2023-01-07,2023,January,Produk 72,Snack,Samsung,31737,2,63474,0.26,"(0.22, 0.3]",Very High,Yes,46971,C009,Customer 9,Surabaya
ORD0288,2022-10-15,2022,October,Produk 72,Snack,Samsung,31737,3,95211,0.02,"(-0.001, 0.0775]",Low,Yes,93307,C087,Customer 87,Surabaya
ORD0130,2022-05-10,2022,May,Produk 61,Pakaian,Aqua,47460,3,142380,0.03,"(-0.001, 0.0775]",Low,Yes,138109,C065,Customer 65,Jakarta
ORD0175,2022-06-24,2022,June,Produk 12,Kebutuhan Harian,Levi's,44224,5,221120,0.17,"(0.15, 0.22]",High,Yes,183530,C175,Customer 175,Medan
ORD0462,2023-04-07,2023,April,Produk 61,Pakaian,Aqua,47460,3,142380,0.16,"(0.15, 0.22]",High,Yes,119599,C221,Customer 221,Jakarta
ORD0084,2022-03-25,2022,March,Produk 33,Minuman,Indomaret,42148,2,84296,0.14,"(0.0775, 0.15]",Moderate,Yes,72495,C081,Customer 81,Yogyakarta
ORD0022,2022-01-22,2022,January,Produk 45,Minuman,Samsung,36195,3,108585,0.12,"(0.0775, 0.15]",Moderate,Yes,95555,C053,Customer 53,Medan
ORD0459,2023-04-04,2023,April,Produk 90,Minuman,Lifebuoy,15682,1,15682,0.13,"(0.0775, 0.15]",Moderate,Yes,13643,C172,Customer 172,Bandung
ORD0027,2022-01-27,2022,January,Produk 92,Elektronik,Samsung,36480,3,109440,0.17,"(0.15, 0.22]",High,Yes,90835,C038,Customer 38,Bandung
ORD0195,2022-07-14,2022,July,Produk 69,Elektronik,Levi's,33865,4,135460,0.0,"(-0.001, 0.0775]",Low,No,135460,C231,Customer 231,Jakarta
ORD0337,2022-12-03,2022,December,Produk 8,Pakaian,Aqua,7708,1,7708,0.08,"(0.0775, 0.15]",Moderate,Yes,7091,C052,Customer 52,Yogyakarta
ORD0382,2023-01-17,2023,January,Produk 25,Kebutuhan Harian,Aqua,11783,5,58915,0.16,"(0.15, 0.22]",High,Yes,49489,C120,Customer 120,Bandung
ORD0236,2022-08-24,2022,August,Produk 91,Kebutuhan Harian,Indomaret,13519,4,54076,0.22,"(0.15, 0.22]",High,Yes,42179,C231,Customer 231,Yogyakarta
ORD0440,2023-03-16,2023,March,Produk 46,Elektronik,Levi's,26566,2,53132,0.05,"(-0.001, 0.0775]",Low,Yes,50475,C027,Customer 27,Bandung
ORD0092,2022-04-02,2022,April,Produk 87,Snack,Levi's,49039,2,98078,0.16,"(0.15, 0.22]",High,Yes,82386,C106,Customer 106,Medan
ORD0477,2023-04-22,2023,April,Produk 30,Minuman,Indomaret,10299,2,20598,0.21,"(0.15, 0.22]",High,Yes,16272,C188,Customer 188,Medan
ORD0021,2022-01-21,2022,January,Produk 47,Minuman,Aqua,14916,4,59664,0.13,"(0.0775, 0.15]",Moderate,Yes,51908,C150,Customer 150,Yogyakarta
ORD0303,2022-10-30,2022,October,Produk 87,Snack,Levi's,49039,4,196156,0.01,"(-0.001, 0.0775]",Low,Yes,194194,C068,Customer 68,Yogyakarta
ORD0464,2023-04-09,2023,April,Produk 49,Snack,Lifebuoy,14984,4,59936,0.13,"(0.0775, 0.15]",Moderate,Yes,52144,C117,Customer 117,Jakarta
ORD0357,2022-12-23,2022,December,Produk 47,Minuman,Aqua,14916,1,14916,0.09,"(0.0775, 0.15]",Moderate,Yes,13574,C144,Customer 144,Jakarta
ORD0443,2023-03-19,2023,March,Produk 84,Kebutuhan Harian,Indomaret,31399,1,31399,0.28,"(0.22, 0.3]",Very High,Yes,22607,C021,Customer 21,Surabaya
ORD0084,2022-03-25,2022,March,Produk 82,Minuman,Aqua,21438,2,42876,0.04,"(-0.001, 0.0775]",Low,Yes,41161,C081,Customer 81,Yogyakarta
ORD0262,2022-09-19,2022,September,Produk 18,Snack,Lifebuoy,39393,3,118179,0.2,"(0.15, 0.22]",High,Yes,94543,C118,Customer 118,Medan
ORD0147,2022-05-27,2022,May,Produk 66,Minuman,Samsung,23449,2,46898,0.02,"(-0.001, 0.0775]",Low,Yes,45960,C123,Customer 123,Bandung
ORD0441,2023-03-17,2023,March,Produk 68,Elektronik,Aqua,43258,5,216290,0.13,"(0.0775, 0.15]",Moderate,Yes,188172,C027,Customer 27,Yogyakarta
ORD0453,2023-03-29,2023,March,Produk 94,Minuman,Aqua,8300,1,8300,0.17,"(0.15, 0.22]",High,Yes,6889,C147,Customer 147,Yogyakarta
ORD0387,2023-01-22,2023,January,Produk 33,Minuman,Indomaret,42148,4,168592,0.09,"(0.0775, 0.15]",Moderate,Yes,153419,C113,Customer 113,Jakarta
ORD0257,2022-09-14,2022,September,Produk 36,Elektronik,Levi's,24097,1,24097,0.14,"(0.0775, 0.15]",Moderate,Yes,20723,C234,Customer 234,Yogyakarta
ORD0058,2022-02-27,2022,February,Produk 82,Minuman,Aqua,21438,4,85752,0.05,"(-0.001, 0.0775]",Low,Yes,81464,C051,Customer 51,Surabaya
ORD0380,2023-01-15,2023,January,Produk 19,Elektronik,Lifebuoy,48082,5,240410,0.09,"(0.0775, 0.15]",Moderate,Yes,218773,C152,Customer 152,Bandung
ORD0422,2023-02-26,2023,February,Produk 28,Pakaian,Aqua,18490,5,92450,0.19,"(0.15, 0.22]",High,Yes,74884,C145,Customer 145,Yogyakarta
ORD0015,2022-01-15,2022,January,Produk 40,Snack,Levi's,32696,1,32696,0.09,"(0.0775, 0.15]",Moderate,Yes,29753,C088,Customer 88,Jakarta
ORD0162,2022-06-11,2022,June,Produk 84,Kebutuhan Harian,Indomaret,31399,4,125596,0.27,"(0.22, 0.3]",Very High,Yes,91685,C151,Customer 151,Yogyakarta
ORD0445,2023-03-21,2023,March,Produk 97,Snack,Aqua,29160,5,145800,0.19,"(0.15, 0.22]",High,Yes,118098,C097,Customer 97,Yogyakarta
ORD0163,2022-06-12,2022,June,Produk 76,Snack,Samsung,17342,2,34684,0.13,"(0.0775, 0.15]",Moderate,Yes,30175,C062,Customer 62,Jakarta
ORD0320,2022-11-16,2022,November,Produk 15,Elektronik,Samsung,18224,2,36448,0.01,"(-0.001, 0.0775]",Low,Yes,36084,C201,Customer 201,Yogyakarta
ORD0497,2023-05-12,2023,May,Produk 41,Kebutuhan Harian,Aqua,9944,4,39776,0.15,"(0.0775, 0.15]",Moderate,Yes,33810,C114,Customer 114,Bandung
ORD0281,2022-10-08,2022,October,Produk 39,Minuman,Levi's,43356,1,43356,0.23,"(0.22, 0.3]",Very High,Yes,33384,C081,Customer 81,Yogyakarta
ORD0280,2022-10-07,2022,October,Produk 2,Snack,Indomaret,6645,5,33225,0.08,"(0.0775, 0.15]",Moderate,Yes,30567,C184,Customer 184,Yogyakarta
ORD0012,2022-01-12,2022,January,Produk 63,Snack,Aqua,12311,1,12311,0.24,"(0.22, 0.3]",Very High,Yes,9356,C215,Customer 215,Bandung
ORD0274,2022-10-01,2022,October,Produk 29,Snack,Samsung,6990,2,13980,0.08,"(0.0775, 0.15]",Moderate,Yes,12862,C039,Customer 39,Jakarta
ORD0271,2022-09-28,2022,September,Produk 74,Pakaian,Aqua,43565,5,217825,0.25,"(0.22, 0.3]",Very High,Yes,163369,C186,Customer 186,Medan
ORD0492,2023-05-07,2023,May,Produk 66,Minuman,Samsung,23449,1,23449,0.03,"(-0.001, 0.0775]",Low,Yes,22746,C058,Customer 58,Yogyakarta
ORD0208,2022-07-27,2022,July,Produk 51,Elektronik,Indomaret,46949,3,140847,0.26,"(0.22, 0.3]",Very High,Yes,104227,C036,Customer 36,Medan
ORD0027,2022-01-27,2022,January,Produk 75,Elektronik,Indomaret,30522,4,122088,0.15,"(0.0775, 0.15]",Moderate,Yes,103775,C038,Customer 38,Bandung
ORD0072,2022-03-13,2022,March,Produk 77,Kebutuhan Harian,Levi's,45806,4,183224,0.09,"(0.0775, 0.15]",Moderate,Yes,166734,C053,Customer 53,Bandung
ORD0060,2022-03-01,2022,March,Produk 10,Snack,Indomaret,14524,3,43572,0.08,"(0.0775, 0.15]",Moderate,Yes,40086,C021,Customer 21,Bandung
ORD0430,2023-03-06,2023,March,Produk 14,Minuman,Lifebuoy,37409,2,74818,0.13,"(0.0775, 0.15]",Moderate,Yes,65092,C119,Customer 119,Surabaya
ORD0473,2023-04-18,2023,April,Produk 82,Minuman,Aqua,21438,5,107190,0.3,"(0.22, 0.3]",Very High,Yes,75033,C046,Customer 46,Surabaya
ORD0145,2022-05-25,2022,May,Produk 51,Elektronik,Indomaret,46949,4,187796,0.07,"(-0.001, 0.0775]",Low,Yes,174650,C163,Customer 163,Yogyakarta
ORD0093,2022-04-03,2022,April,Produk 73,Elektronik,Samsung,16485,3,49455,0.03,"(-0.001, 0.0775]",Low,Yes,47971,C004,Customer 4,Bandung
ORD0309,2022-11-05,2022,November,Produk 39,Minuman,Levi's,43356,3,130068,0.18,"(0.15, 0.22]",High,Yes,106656,C038,Customer 38,Medan
ORD0008,2022-01-08,2022,January,Produk 28,Pakaian,Aqua,18490,2,36980,0.15,"(0.0775, 0.15]",Moderate,Yes,31433,C021,Customer 21,Jakarta
ORD0079,2022-03-20,2022,March,Produk 3,Kebutuhan Harian,Aqua,24256,2,48512,0.16,"(0.15, 0.22]",High,Yes,40750,C172,Customer 172,Yogyakarta
